Project_Age,Project_Accept_Rate,Language,Watchers,Stars,Team_Size,Additions_Per_Week,Deletions_Per_Week,Comments_Per_Merged_PR,Contributor_Num,Churn_Average,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Close_Latency,Comments_Per_Closed_PR,Forks_Count,File_Touched_Average,Merge_Latency,Rebaseable,Intra_Branch,Project_Domain,Additions,Deletions,Day,Commits_PR,Wait_Time,Contain_Fix_Bug,PR_Latency,Files_Changed,Label_Count,Assignees_Count,Workload,PR_accept,PR_age,Commits_Average,Contributor,Followers,Closed_Num,Public_Repos,Organization_Core_Member,wait_time_up,Accept_Num,User_Accept_Rate,Contributions,Closed_Num_Rate,Following,Prev_PRs,Review_Comments_Count,Participants_Count,Comments_Count,Last_Comment_Mention,Point_To_IssueOrPR,Open_Issues,first_response,latency_after_first_response,X1_0,X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,PR_response,PR_Date_Created_At,PR_Time_Create_At,PR_Date_Closed_At,PR_Time_Closed_At,Project_Name,Pull_Request_ID
1703.7560648148144,0.6070107451118442,4,1311,11714,14,4058.5151515140333,-2927.498622588725,2.610272780034747,1017,167.3862449216434,2.1346153846112794,3.192307692301553,3.0576923076864286,3.153846153840089,2.8076923076869083,3.0192307692249627,2.3653846153800666,46.10801773100209,4.7140295831463614,5716,6.680672268901949,4.163761557280473,0,0,8,303,125,5,7,87.92868055555556,1,126617.3,17,2,2,91,0,10923.766666666665,4.184873949576315,2,300,29,50,1,7,88,0.6821705426351302,931,0.22480620155021336,12,129,30,8,11,0,1,657,2789.9,123827.4,-9.052261449400001,-47.5188333839,-28.8396921828,19.7155719697,-13.110747128699998,1.37979710102,3.83072125167,-13.170427858800002,10.1782378852,-98.0321637392,False,2017-09-16,09:56:13,2017-12-13,08:13:31,yii2,yii2-14836
1349.6643796296296,0.7007849293563471,2,5611,90956,197,4871.7103174583835,-4159.809523807873,3.3469982078852296,1254,288.01120071683937,1.2307692307668638,4.173076923068898,4.8076923076830615,5.096153846144047,5.019230769221116,3.942307692300111,1.1346153846132023,65.92228215114689,4.761280167890621,15437,11.100977198693457,6.731315703093751,0,0,4,44,0,1,3,27.365254629629632,1,39405.96666666667,1,1,0,20,0,5194.166666666667,4.0879478827348255,0,6,0,22,0,3,2,0.4999999999875,0,0.0,2,4,0,2,2,0,0,286,246.1833333333333,39159.78333333333,-171.93267878900002,-156.326759705,-448.857700676,250.73584935099998,-247.720924899,67.270653218,125.439735003,-226.389098942,234.423822045,-662.402380973,True,2017-12-09,09:25:49,2018-01-05,18:11:47,react,react-11819
1052.9665740740738,0.8170886262489291,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.167081484687765,1995,874.3120874364215,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,38.035901067589336,10.112471801482274,10515,13.077082255560628,8.292214405975184,0,0,0,128,64,5,1,27.879849537037035,1,40146.98333333333,8,6,5,362,1,1031.0666666666666,1.3879979306776309,2,15,17,21,1,0,20,0.4444444444434568,13,0.3777777777769383,14,45,14,7,13,0,1,1774,0.1,40146.88333333333,-47.845568925100004,-140.111091652,-215.743246555,61.756136275799996,-125.873894075,63.802781675,32.4948059022,-184.78622394799999,114.35279040799999,-374.046676349,True,2017-12-16,06:48:55,2018-01-13,03:55:54,kubernetes,kubernetes-57266
1086.407888888889,0.8149927509452175,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.194565558617285,1995,856.5537339983922,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,38.29006979123928,10.094960049170096,11145,10.878260869564588,8.49750619660475,0,0,0,241,46,2,3,28.83435185185185,1,41521.46666666667,19,4,3,230,0,8451.183333333332,1.3559420289854287,1,59,23,42,0,5,47,0.6438356164374742,0,0.3150684931502533,40,73,30,7,34,0,1,2126,11202.916666666664,30318.55,-190.704741955,-230.043990948,-383.927308977,226.61688313599998,-236.00270506599998,102.027039587,174.61246514299995,-182.05059607299998,252.386826657,-882.0550429819998,False,2018-01-26,03:08:48,2018-02-23,23:10:16,kubernetes,kubernetes-58851
2195.0973981481484,0.7128826530612216,7,1231,27100,57,15457.428571424764,-12807.376847287484,7.502355817975742,2348,306.98019920080935,17.403846153812687,24.48076923072216,26.65384615379489,24.346153846107025,26.192307692257323,23.42307692303188,15.846153846123373,8.52929693455845,5.064119650525617,4412,9.277475516865149,4.554193958619126,0,0,1,34,11,0,1,1.829351851851852,0,2634.266666666667,5,3,1,104,1,139.88333333333333,5.092491838954832,1,45,14,107,0,0,42,0.6562499999989746,18,0.2187499999996582,0,64,0,5,9,0,1,2760,0.21666666666666667,2634.05,-65.5721834153,-84.2580585778,-18.3266628534,72.5735442936,-65.8027827591,33.5693459809,9.216654066,-25.8351854086,47.7674580216,-164.897473902,True,2017-12-18,21:40:06,2017-12-20,17:34:22,rust,rust-46828
1348.6330185185186,0.7944667861814972,0,76,527,1,109290.86904760276,-82459.75744046393,12.643471366713348,1990,2414.4857595901544,7.61538461536997,30.8269230768638,33.480769230704844,35.90384615377711,34.73076923070244,35.480769230701,7.980769230753883,29.490102485942288,10.193776520508953,2318,8.809384164221582,6.6408204491731215,0,0,7,55,52,6,5,8.73019675925926,1,12571.483333333335,17,11,0,87,1,502.9166666666668,4.146627565981796,1,12,19,40,0,0,438,0.954248366012864,550,0.04139433551197355,0,459,0,9,25,0,1,295,12571.483333333335,12571.483333333335,2.3216627240200003,-39.7273809612,-27.006136775,-14.830341815899999,-18.2820796371,-11.5020636022,-9.84164208546,-23.856161668899997,10.5113023669,-33.0552195907,True,2018-01-28,15:37:04,2018-02-06,09:08:33,cmssw,cmssw-22002
1633.6091851851852,0.7698313679719855,3,133,2291,62,7881.8828025467665,-6064.253503183941,2.5426599749058845,2210,134.86365537431968,58.67307692296409,56.01923076912304,65.36538461525889,56.7692307691216,59.21153846142459,51.76923076913121,58.980769230655795,32.23170150626835,4.681412834411528,2377,2.8544272136066606,5.0468202325076685,0,0,6,20,11,6,1,10.308912037037038,0,14844.833333333336,2,2,0,222,0,7458.516666666666,1.954477238619212,1,66,26,65,0,5,112,0.7724137931029157,169,0.17931034482746255,44,145,0,4,6,0,1,1974,45.95,14798.883333333333,-170.258599475,24.884653359699996,-210.88377317799998,-71.5301337242,-141.433495387,-24.803869240900003,48.01211336260001,-26.21029827,225.37442255,-386.68666517699995,False,2017-12-26,19:41:28,2018-01-06,03:06:18,nixpkgs,nixpkgs-33083
2160.1825925925928,0.7092815804360093,7,1231,27100,57,15457.428571424764,-12807.376847287484,7.402147239263757,2348,306.33300613496743,17.403846153812687,24.48076923072216,26.65384615379489,24.346153846107025,26.192307692257323,23.42307692303188,15.846153846123373,8.505525606057954,5.016165244723769,4269,7.270210409744487,4.505474056322418,0,0,1,660,222,1,11,6.257268518518519,0,9010.466666666667,19,1,1,101,1,242.73333333333335,3.3233665559243266,1,726,155,113,0,0,496,0.7537993920971499,3204,0.2355623100303593,0,658,0,4,6,0,1,2524,8292.95,717.5166666666668,-256.11539727400003,-285.641428621,-279.439803815,299.04086407299997,-213.268076669,94.6443730891,90.18769815559999,-105.688861981,152.65899089,-760.3408355339999,True,2017-10-31,19:57:15,2017-11-07,02:07:43,rust,rust-45668
1000.9172685185184,0.8211478109560923,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.109017292920079,1995,884.3703787792755,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,36.87622096628581,10.11292564280733,9647,9.89429081177476,7.9794750200236475,0,0,0,67,48,3,3,21.146469907407404,1,30450.91666666667,2,6,5,621,1,11583.75,1.3198037466547137,1,19,3,59,0,8,69,0.9078947368409106,0,0.039473684210474376,0,76,11,13,24,0,1,1329,0.13333333333333333,30450.78333333333,-127.779799044,-221.42242325200002,-414.999833561,261.898181997,-336.58372394599996,133.762954794,245.89023699700002,-55.081038773100005,294.926816449,-860.321217105,False,2017-10-18,22:56:14,2017-11-09,02:27:09,kubernetes,kubernetes-54177
1029.5659722222224,0.8176123358631465,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.175666715780126,1995,875.1051274495328,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,37.89138193603471,10.117734478203268,10170,8.956904995102402,8.155823534081296,0,0,0,1,1,2,1,22.484641203703703,1,32377.88333333333,1,5,1,549,1,823.05,1.362879529872607,2,18,10,33,1,0,71,0.7717391304339437,0,0.1086956521737949,0,92,0,4,8,0,0,1610,140.23333333333332,32237.65,7.590464830399999,-24.5660858154,-0.77041554451,-3.34777480364,-7.452115893360001,-5.23201727867,6.52433252335,-16.247844695999998,5.25235855579,3.4269348979000003,True,2017-11-22,10:16:56,2017-12-14,21:54:49,kubernetes,kubernetes-56202
