Project_Age,Project_Accept_Rate,Language,Watchers,Stars,Team_Size,Additions_Per_Week,Deletions_Per_Week,Comments_Per_Merged_PR,Contributor_Num,Churn_Average,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Close_Latency,Comments_Per_Closed_PR,Forks_Count,File_Touched_Average,Merge_Latency,Rebaseable,Intra_Branch,Project_Domain,Additions,Deletions,Day,Commits_PR,Wait_Time,Contain_Fix_Bug,PR_Latency,Files_Changed,Label_Count,Assignees_Count,Workload,PR_accept,PR_age,Commits_Average,Contributor,Followers,Closed_Num,Public_Repos,Organization_Core_Member,wait_time_up,Accept_Num,User_Accept_Rate,Contributions,Closed_Num_Rate,Following,Prev_PRs,Review_Comments_Count,Participants_Count,Comments_Count,Last_Comment_Mention,Point_To_IssueOrPR,Open_Issues,first_response,latency_after_first_response,X1_0,X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,PR_response,PR_Date_Created_At,PR_Time_Create_At,PR_Date_Closed_At,PR_Time_Closed_At,Project_Name,Pull_Request_ID
1288.6587962962965,0.7955593424218085,0,76,527,1,109290.86904760276,-82459.75744046393,12.294840294840215,1990,2427.354942354927,7.61538461536997,30.8269230768638,33.480769230704844,35.90384615377711,34.73076923070244,35.480769230701,7.980769230753883,28.47837342122633,9.949987742093406,2253,19.267065868261163,6.52493987796066,0,0,7,241,132,4,4,19.557476851851852,0,28162.766666666666,12,5,0,188,1,10287.8,3.7269461077839847,1,2,28,16,0,7,234,0.8830188679241951,368,0.1056603773584507,1,265,0,3,8,0,1,267,28162.766666666666,28162.766666666666,-7.423237681389999,-32.098615113600005,-30.822119832,7.715614922339999,-22.9425941408,2.51686009765,-4.35663205385,-18.9746475816,22.455679208000003,-80.6043145657,False,2017-11-03,20:32:11,2017-11-23,09:54:57,cmssw,cmssw-21163
1915.8964351851853,0.9253820573179355,5,598,8684,27,12536.32702702364,-6946.289189187312,1.8441411612694751,3089,190.41993054994674,5.519230769220155,23.903846153800178,25.442307692258762,28.403846153791534,25.807692307642675,22.4230769230338,5.596153846143084,5.0913039698433975,3.825237856784986,3527,5.026634382565977,1.1566503752904886,0,0,0,62,59,5,4,5.753680555555558,1,8285.3,2,0,0,80,1,5814.766666666667,4.709443099273037,1,14,54,18,0,4,563,0.8950715421302233,1661,0.08585055643877808,5,629,2,3,1,1,1,2825,8285.3,8285.3,-435.492015606,-501.909366816,-729.5328676380002,612.535731435,-513.253101085,295.249726066,109.631189634,-367.409862962,316.36280162599996,-1535.73509067,False,2017-09-05,23:05:13,2017-09-11,17:10:31,salt,salt-43363
1002.6261574074074,0.8210382936569334,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.116167709825763,1995,883.6598672799906,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,36.825048050125325,10.10793980280211,9686,9.55901711276834,8.010764170800135,0,0,0,17,3,3,1,2.463773148148148,0,3547.833333333333,2,5,2,594,1,1764.666666666667,1.3238262395787046,2,171,118,62,1,1,686,0.843788437884275,932,0.14514145141449628,1,813,2,5,7,0,0,1359,0.016666666666666666,3547.816666666666,-9.32181853428,-4.203796982769998,-16.1517353654,8.9363078475,-13.7148916423,-4.82036629319,-8.2109003067,-7.52934968472,11.2822019756,-20.6415023804,False,2017-11-08,18:35:19,2017-11-11,05:43:09,kubernetes,kubernetes-55332
1030.3692592592593,0.8176375015043903,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.175234590616334,1995,874.5384360625543,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,37.88763304551813,10.118627289226033,10194,8.940087676570435,8.17128848299765,0,0,0,48,24,5,1,20.21796296296296,1,29113.866666666665,2,5,3,541,1,10513.116666666667,1.3604481246955011,2,95,46,19,1,7,269,0.7774566473986193,283,0.1329479768785743,79,346,0,5,12,0,1,1616,2086.7166666666667,27027.15,-132.139999291,-146.72360216200002,-179.254467495,164.86825183,-105.904188747,62.5497181006,100.812656783,-141.434355617,127.703618944,-470.12923125199995,False,2017-11-25,16:46:52,2017-12-15,22:00:44,kubernetes,kubernetes-56368
1675.117888888889,0.7757248972512322,3,133,2291,62,7881.8828025467665,-6064.253503183941,2.639965002673394,2210,133.43994555971355,58.67307692296409,56.01923076912304,65.36538461525889,56.7692307691216,59.21153846142459,51.76923076913121,58.980769230655795,32.07246424646266,4.652992602555402,2514,3.2127659574466656,5.212076079916841,0,0,6,59,48,3,1,34.33171296296296,0,49437.66666666666,2,5,0,152,0,3335.683333333333,2.2482269503545096,1,2,1,1,0,2,32,0.941176470585467,0,0.029411764705795845,2,34,4,4,20,1,0,2190,42813.583333333336,6624.083333333332,-305.062225854,-104.777756255,-423.88097871699995,84.8157758787,-295.71901498,28.0299209123,69.4345769286,-145.937751859,359.709284395,-870.6463052930002,False,2018-01-23,16:24:18,2018-02-27,00:21:58,nixpkgs,nixpkgs-34194
616.9294444444445,0.6927037102787024,0,7619,93054,130,52067.35999995834,-29211.99999997663,4.785750896975787,1562,1050.5312660174,5.576923076912352,42.153846153765095,48.49999999990674,52.788461538360025,51.288461538362895,44.961538461452,7.211538461524593,8.596987531291642,5.112073945695834,38684,18.176024279208168,5.2142166884976975,0,0,5,0,0,4,0,4.647083333333334,1,6691.8,0,1,0,157,1,4939.45,6.626707132017202,1,16,8,78,0,3,3,0.2307692307674556,30,0.6153846153798816,0,13,0,1,1,0,0,714,0.016666666666666666,6691.783333333334,5.88151443005,-15.1271562576,-0.750082373619,0.980697751045,1.81488664448,-7.040793538089999,-0.633354634047,-12.0867195129,-0.177990674973,-1.68695735931,False,2017-12-12,13:40:32,2017-12-17,05:12:20,tensorflow,tensorflow-15313
2803.7690185185193,0.6746674820363825,6,2623,39005,53,3851.382183907492,-3194.232758620231,3.247526248206033,4464,37.248583729888686,7.807692307677293,9.807692307673447,8.249999999984134,7.865384615369487,8.673076923060242,8.576923076906581,6.84615384614068,66.7957623895521,4.7827380952380185,14704,3.019512195121215,11.34500353630404,0,0,8,48,0,3,5,7.262615740740743,0,10458.166666666666,3,0,1,132,1,3534.133333333333,1.2804878048777366,1,11,7,23,0,2,43,0.6417910447751615,0,0.10447761194014256,8,67,3,6,12,1,1,257,239.53333333333333,10218.633333333333,-291.002255065,-287.99773094200003,-424.59592937900004,449.929916084,-242.37248697099997,92.2512767315,94.74950019180001,-121.278229916,211.51598151,-1076.65982877,False,2017-11-07,13:05:51,2017-11-14,19:24:01,rails,rails-31082
2097.0701944444445,0.6164854035489322,5,810,13504,6,4500.623059865965,-2934.2771618618767,6.270891364902361,1311,201.7024141132729,4.557692307683543,5.55769230768162,6.057692307680657,6.134615384603587,6.0192307692191935,5.634615384604548,4.6153846153757385,34.71190343421649,7.5776119402982225,4216,4.358024691356681,7.2268288514691035,0,0,2,255,87,1,13,2.615104166666667,1,3765.75,9,1,0,108,1,301.8333333333333,3.6697530864186207,1,335,72,121,0,0,388,0.816842105262986,354,0.15157894736838914,1,475,7,4,17,0,1,1857,204.98333333333332,3560.766666666667,-76.2416162789,-131.225501865,-169.81792610899998,141.904513091,-106.946669146,31.2569319308,-0.767404782586,-115.903573994,58.8394505456,-260.70468670099996,True,2017-10-24,18:58:09,2017-10-27,09:43:54,pandas,pandas-17966
985.1201296296297,0.8234359609824268,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.086510263929577,1995,888.0787158512082,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,36.430557496716936,10.113370523663663,9368,9.94261183913195,7.904081358112759,0,0,0,6243,2444,3,1,22.953148148148152,1,33052.53333333333,60,6,3,685,1,12380.216666666667,1.3050158156348255,2,69,38,106,1,8,93,0.5705521472389138,129,0.2331288343556852,60,163,2,8,19,0,1,1215,0.11666666666666667,33052.416666666664,-19.8376377821,-112.737722763,-159.32828708,130.442315578,-48.583270045,-4.78515821695,53.1801088452,-234.898083031,117.740480485,-344.718661129,False,2017-09-27,09:39:46,2017-10-20,08:32:18,kubernetes,kubernetes-53128
1647.9763425925926,0.6031774688571836,4,1311,11714,14,4058.5151515140333,-2927.498622588725,2.615983238551254,1017,170.82609997006372,2.1346153846112794,3.192307692301553,3.0576923076864286,3.153846153840089,2.8076923076869083,3.0192307692249627,2.3653846153800666,43.55768249439521,4.7142857142855,5511,14.721311475397773,3.8193334947674886,0,0,8,6,11,1,2,1.2196296296296296,1,1756.2666666666669,1,0,1,78,1,866.2333333333332,6.172131147535922,1,0,2,3,0,0,0,0.0,0,0.4999999999875,0,4,0,2,3,0,0,586,360.75,1395.5166666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2017-10-03,09:33:45,2017-10-04,14:50:01,yii2,yii2-14904
