Project_Age,Project_Accept_Rate,Language,Watchers,Stars,Team_Size,Additions_Per_Week,Deletions_Per_Week,Comments_Per_Merged_PR,Contributor_Num,Churn_Average,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Close_Latency,Comments_Per_Closed_PR,Forks_Count,File_Touched_Average,Merge_Latency,Rebaseable,Intra_Branch,Project_Domain,Additions,Deletions,Day,Commits_PR,Wait_Time,Contain_Fix_Bug,PR_Latency,Files_Changed,Label_Count,Assignees_Count,Workload,PR_accept,PR_age,Commits_Average,Contributor,Followers,Closed_Num,Public_Repos,Organization_Core_Member,wait_time_up,Accept_Num,User_Accept_Rate,Contributions,Closed_Num_Rate,Following,Prev_PRs,Review_Comments_Count,Participants_Count,Comments_Count,Last_Comment_Mention,Point_To_IssueOrPR,Open_Issues,first_response,latency_after_first_response,X1_0,X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,PR_response,PR_Date_Created_At,PR_Time_Create_At,PR_Date_Closed_At,PR_Time_Closed_At,Project_Name,Pull_Request_ID
1380.8828703703705,0.7920725936647509,1,3322,48079,15,13724.83763837132,-9498.638376380259,6.362243463592871,1950,344.83658982288216,1.1730769230746672,6.423076923064573,6.942307692294341,6.730769230756287,5.9230769230655325,4.9038461538367235,1.1730769230746672,19.51428051403089,8.170013386880639,12764,10.28352490421062,5.747289559775155,0,0,3,17,1,0,1,28.894652777777786,1,41608.3,2,1,1,80,0,48.16666666666666,1.4367816091948518,1,16,14,16,0,0,162,0.8999999999995001,99,0.07777777777773458,0,180,0,2,2,0,0,2589,22586.5,19021.8,-287.024240851,-339.684713261,-399.249668285,472.67727316199995,-437.839388125,306.818767309,117.60642416799999,-326.401143506,371.60954567,-1281.76190042,True,2017-09-11,23:11:49,2017-10-10,20:40:07,moby,moby-34812
968.1775833333336,0.8249626889883823,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.059543005466587,1995,900.6122232272746,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,36.128860023426455,10.123632993512324,9104,9.727068345323305,7.801522666012592,0,0,0,10,10,1,1,10.040625,1,14458.5,4,5,2,720,1,1242.7666666666667,1.3107014388488618,1,4,10,5,0,0,88,0.7719298245607263,50,0.08771929824553709,8,114,0,5,7,0,1,1131,0.11666666666666667,14458.383333333333,-31.203285336500002,-134.579682564,-144.907216549,132.220303565,-35.9686166514,21.4093343318,40.887783885,-218.89427882400003,83.8527587354,-370.898743629,True,2017-09-19,03:17:13,2017-09-29,04:15:43,kubernetes,kubernetes-52692
1008.661398148148,0.8202147239263778,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.13018437488309,1995,879.6213396162877,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,37.08531033566139,10.088551441733319,9808,9.194933447831293,8.063819193822104,0,0,0,177,50,3,2,2.671504629629629,0,3846.966666666666,7,6,3,561,1,1280.3666666666666,1.3439244310862457,1,524,21,96,0,0,307,0.9359756097558124,1428,0.06402439024388293,0,328,0,4,13,0,0,1418,0.016666666666666666,3846.95,-89.49331246690002,-122.40052399,-169.963044986,101.10951519,-127.53850713799999,61.8484403351,63.2050361261,-28.0933337398,72.4363203999,-317.813781306,True,2017-11-16,02:39:37,2017-11-18,18:46:35,kubernetes,kubernetes-55835
2139.9896944444445,0.7073773385104101,7,1231,27100,57,15457.428571424764,-12807.376847287484,7.346619261477,2348,309.2574850299382,17.403846153812687,24.48076923072216,26.65384615379489,24.346153846107025,26.192307692257323,23.42307692303188,15.846153846123373,8.5005496411198,4.994722557297874,4180,7.1463990554891215,4.4818851294806175,0,0,1,114,72,2,1,9.133009259259259,1,13151.533333333333,1,1,1,108,1,1851.0166666666669,3.2975206611566352,1,0,0,4,0,1,9,0.8181818181743802,0,0.0,0,11,0,9,13,0,1,2416,0.1,13151.433333333332,-53.715451017,-60.6209021267,-72.4828961777,26.431845880100003,-47.0659385175,3.93327431753,-50.9819494775,-23.9343484938,21.4749947935,-156.354926825,True,2017-10-03,17:08:58,2017-10-12,20:20:30,rust,rust-45007
1076.7594166666668,0.8158719208990807,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.186894486524537,1995,858.9706887440518,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,38.15311566449513,10.116609428660473,11001,10.635710337202287,8.433157966029206,0,0,0,63,0,6,1,18.61810185185185,1,26810.066666666666,2,8,3,299,1,6787.033333333333,1.394140409065705,2,19,50,13,1,4,118,0.674285714285329,129,0.2857142857141225,4,175,4,6,19,0,1,2020,1579.3833333333334,25230.68333333333,-62.0797216278,-114.30372844,-162.596036561,108.534190834,-88.4676430989,37.495697245,100.04515582299999,-135.576463252,117.504547851,-348.42765945199994,False,2018-01-24,06:52:57,2018-02-11,21:43:01,kubernetes,kubernetes-58737
2812.424648148148,0.6747789858754158,6,2623,39005,53,3851.382183907492,-3194.232758620231,3.245990512762569,4464,37.22739251562354,7.807692307677293,9.807692307673447,8.249999999984134,7.865384615369487,8.673076923060242,8.576923076906581,6.84615384614068,66.88336813330571,4.784096234963212,14755,2.7847411444134105,11.445635848134467,0,0,8,7,7,5,1,83.98489583333334,0,120938.25,3,0,1,117,1,514.0833333333334,1.3514986376018117,1,169,65,84,0,0,164,0.6666666666663957,112,0.2642276422763153,1318,246,0,1,1,1,0,261,120938.25,120938.25,-32.887151479699995,-51.726086199300006,-50.0259382725,21.8847175837,-32.0595217198,4.30565774441,29.171070055100003,3.72737848759,16.0464845598,-84.4873367548,True,2017-09-02,15:25:54,2017-11-25,15:04:09,rails,rails-30510
2134.699324074074,0.7068072102396001,7,1231,27100,57,15457.428571424764,-12807.376847287484,7.331537063725753,2348,309.89015602481163,17.403846153812687,24.48076923072216,26.65384615379489,24.346153846107025,26.192307692257323,23.42307692303188,15.846153846123373,8.502678810702562,4.990634441087538,4161,7.251213592232128,4.475473212027112,0,0,1,177,4,6,1,5.292685185185184,0,7621.466666666666,1,1,1,83,1,1523.6166666666668,3.322815533980179,1,34,39,87,0,1,98,0.680555555555083,0,0.2708333333331453,6,144,1,5,28,0,0,2388,2508.05,5113.416666666667,-182.268672317,-97.39151053129999,-128.704263357,182.474778161,-109.890567355,59.4854633808,0.93272896111,-134.221163929,135.59170140700002,-484.675483387,False,2017-09-30,22:36:22,2017-10-06,05:37:50,rust,rust-44951
1358.313564814815,0.7925311203319458,1,3322,48079,15,13724.83763837132,-9498.638376380259,6.362530069336307,1950,344.4791990943799,1.1730769230746672,6.423076923064573,6.942307692294341,6.730769230756287,5.9230769230655325,4.9038461538367235,1.1730769230746672,19.3559743493488,8.18216216216194,12568,9.538194444441132,5.6777066513502685,0,0,3,5,5,3,2,5.817627314814818,1,8377.383333333333,3,1,0,91,1,1682.0,1.440972222221722,1,107,77,25,0,1,636,0.8796680497924094,689,0.10650069156291747,0,723,0,2,2,0,0,2493,8377.316666666668,0.06666666666666668,3.3737103492,-37.4831621647,-43.468324177,34.326407747,-46.1328871744,13.8644880503,20.2831156068,-10.4644410312,33.085881345,-73.02149194479999,False,2017-09-06,19:57:59,2017-09-12,15:35:22,moby,moby-34754
1030.585324074074,0.8176596192595686,1,2306,33873,259,88311.89949744307,-67282.36683413705,11.175481830219177,1995,874.2896866264498,6.826923076909948,30.61538461532573,33.49999999993557,35.82692307685418,33.76923076916582,32.90384615378288,7.903846153830954,37.87676347044248,10.118918027379019,10195,8.90460048426107,8.176858096521956,0,0,0,27,9,2,1,16.537129629629632,1,23813.46666666667,2,6,3,530,1,503.80000000000007,1.3612590799030817,2,157,45,140,1,0,237,0.817241379310063,58,0.15517241379304994,111,290,2,5,9,0,1,1617,0.21666666666666667,23813.25,-46.0065880995,-103.642551515,-99.63022757879999,36.7439251095,-77.8513459191,35.6476865038,35.7495649979,-40.512538090300005,53.578620666599996,-230.71745174400002,True,2017-11-29,15:36:11,2017-12-16,04:29:39,kubernetes,kubernetes-56581
2191.940564814815,0.7126001022320638,7,1231,27100,57,15457.428571424764,-12807.376847287484,7.4933947038077156,2348,306.9239045968061,17.403846153812687,24.48076923072216,26.65384615379489,24.346153846107025,26.192307692257323,23.42307692303188,15.846153846123373,8.521960355150856,5.050689195197791,4402,9.323497267758544,4.549573893637807,0,0,1,67,58,4,1,1.400590277777778,0,2016.85,2,1,1,82,1,884.7666666666669,5.11584699453496,1,46,109,140,0,0,620,0.8367071524965132,213,0.14709851551954828,5,741,5,4,6,0,0,2741,309.3,1707.55,-3.75754368305,-9.92606104165,-2.911064744,-3.0380250141000005,-2.86470901966,-4.15128040314,-4.00063282251,-5.4369094967799985,2.01788467169,-4.91625068337,True,2017-12-15,09:15:13,2017-12-16,18:52:04,rust,rust-46743
